m/z	Intensity	Relative
 321.5510	     10.6	    0.15
 321.5518	     10.7	    0.15
 321.6505	     14.1	    0.20
 321.6661	     22.7	    0.32
 321.6748	     13.1	    0.19
 321.6894	     25.7	    0.37
 321.6930	     22.0	    0.31
 321.6944	     20.6	    0.29
 321.6959	     16.9	    0.24
 321.6983	      8.8	    0.13
 321.7014	      6.6	    0.09
 321.7090	     14.2	    0.20
 321.7107	     19.0	    0.27
 321.7137	     15.6	    0.22
 321.7207	     13.1	    0.19
 321.7494	      7.3	    0.10
 321.7820	     17.9	    0.25
 321.8076	     27.3	    0.39
 321.8244	     12.8	    0.18
 321.8361	      7.9	    0.11
 321.9999	      8.8	    0.13
 322.0037	     51.1	    0.73
 322.0116	     19.3	    0.27
 322.0122	     16.0	    0.23
 322.0186	      9.2	    0.13
 322.0198	     22.5	    0.32
 322.0219	    106.7	    1.52
 322.0233	      9.7	    0.14
 322.0243	     12.1	    0.17
 322.0279	    149.2	    2.12
 322.0292	     18.1	    0.26
 322.0324	     85.4	    1.21
 322.0351	     32.1	    0.46
 322.0370	      8.0	    0.11
 322.0401	     55.6	    0.79
 322.0432	     21.2	    0.30
 322.0444	     25.1	    0.36
 322.0462	     22.3	    0.32
 322.0480	      7.8	    0.11
 322.0495	     10.8	    0.15
 322.0506	     32.3	    0.46
 322.0515	     18.5	    0.26
 322.0535	     14.1	    0.20
 322.0551	     12.9	    0.18
 322.0564	     14.2	    0.20
 322.0579	     14.2	    0.20
 322.0582	     18.9	    0.27
 322.0585	     20.5	    0.29
 322.0616	     10.7	    0.15
 322.0644	     66.1	    0.94
 322.0688	     18.9	    0.27
 322.0715	     10.4	    0.15
 322.0745	     12.2	    0.17
 322.0869	     11.4	    0.16
 322.0926	     11.2	    0.16
 322.1830	      7.6	    0.11
 322.2536	     15.0	    0.21
 322.2681	     14.2	    0.20
 322.2724	     11.3	    0.16
 322.2873	     23.2	    0.33
 322.3247	      7.2	    0.10
 322.3295	     11.1	    0.16
 322.3370	      7.2	    0.10
 322.3469	     19.6	    0.28
 322.3492	     26.1	    0.37
 322.3546	      6.7	    0.09
 322.3618	     12.0	    0.17
 322.3737	     22.4	    0.32
 322.3856	     12.1	    0.17
 322.3924	     19.7	    0.28
 322.4186	     12.9	    0.18
 322.5056	     24.4	    0.35
 322.5077	      8.4	    0.12
 322.5145	     12.8	    0.18
 322.5154	      9.3	    0.13
 322.5198	     12.4	    0.18
 322.5218	     10.9	    0.15
 322.5240	      6.7	    0.09
 322.5350	     23.5	    0.33
 322.5416	     23.0	    0.33
 322.5527	     11.1	    0.16
 322.5560	     12.5	    0.18
 322.5739	      8.4	    0.12
 322.5877	      9.1	    0.13
 322.6045	     13.8	    0.20
 322.6729	     12.3	    0.17
 322.6772	     22.2	    0.31
 322.6856	      8.8	    0.13
 322.6890	     12.5	    0.18
 322.6900	      9.4	    0.13
 322.6956	     14.4	    0.20
 322.6995	      9.3	    0.13
 322.7117	      6.5	    0.09
 322.7638	     13.8	    0.20
 322.7864	     11.7	    0.17
 322.7945	     12.8	    0.18
 322.8919	      5.7	    0.08
 322.8981	      7.4	    0.11
 322.9866	      6.9	    0.10
 322.9895	      9.3	    0.13
 322.9907	     11.4	    0.16
 322.9933	     11.2	    0.16
 323.0013	     11.3	    0.16
 323.0038	   1422.0	   20.20
 323.0100	     21.9	    0.31
 323.0115	     35.4	    0.50
 323.0123	     10.3	    0.15
 323.0131	     10.2	    0.14
 323.0145	     13.1	    0.19
 323.0160	     19.1	    0.27
 323.0191	    280.0	    3.98
 323.0210	      5.6	    0.08
 323.0222	     97.4	    1.38
 323.0241	     28.0	    0.40
 323.0261	     21.8	    0.31
 323.0273	     10.0	    0.14
 323.0297	     72.5	    1.03
 323.0313	     12.1	    0.17
 323.0371	     15.2	    0.22
 323.0379	     11.2	    0.16
 323.0403	   1706.4	   24.24
 323.0423	     24.7	    0.35
 323.0432	     13.4	    0.19
 323.0459	     17.4	    0.25
 323.0479	     84.8	    1.20
 323.0501	     11.2	    0.16
 323.0554	    254.6	    3.62
 323.0576	     37.1	    0.53
 323.0585	     12.4	    0.18
 323.0623	     17.1	    0.24
 323.0734	     10.7	    0.15
 323.0767	    750.6	   10.66
 323.0919	      7.5	    0.11
 323.0959	      5.2	    0.07
 323.1131	    460.8	    6.55
 323.1168	     11.0	    0.16
 323.1319	     13.0	    0.18
 323.1482	     15.3	    0.22
 323.1495	    171.7	    2.44
 323.2147	      7.2	    0.10
 323.2750	     11.8	    0.17
 323.2798	      8.0	    0.11
 323.2978	     12.2	    0.17
 323.3286	     10.6	    0.15
 323.3332	      7.3	    0.10
 323.3483	     10.9	    0.16
 323.3535	     22.7	    0.32
 323.3558	      5.5	    0.08
 323.3722	      7.3	    0.10
 323.3751	      8.9	    0.13
 323.3929	     11.0	    0.16
 323.3944	      5.5	    0.08
 323.4176	     11.3	    0.16
 323.4646	     10.6	    0.15
 323.4772	     14.4	    0.20
 323.5023	     13.3	    0.19
 323.5101	     14.2	    0.20
 323.5102	     14.8	    0.21
 323.5132	     44.4	    0.63
 323.5164	     25.0	    0.36
 323.5196	     16.1	    0.23
 323.5234	      6.5	    0.09
 323.5247	     41.5	    0.59
 323.5256	     15.1	    0.22
 323.5272	     12.2	    0.17
 323.5313	     10.3	    0.15
 323.5328	     23.1	    0.33
 323.5420	     12.1	    0.17
 323.5478	     18.5	    0.26
 323.5503	     17.7	    0.25
 323.5968	     10.7	    0.15
 323.6160	     11.6	    0.16
 323.6227	     13.4	    0.19
 323.6625	     10.9	    0.15
 323.6681	      7.3	    0.10
 323.6733	      9.5	    0.14
 323.6770	      7.0	    0.10
 323.6777	     11.4	    0.16
 323.6862	     34.4	    0.49
 323.6893	     10.6	    0.15
 323.6972	     12.2	    0.17
 323.7050	     18.4	    0.26
 323.7110	      7.5	    0.11
 323.7535	     11.4	    0.16
 323.7641	     18.0	    0.26
 323.7682	     11.6	    0.16
 323.7878	      5.5	    0.08
 323.8098	     14.8	    0.21
 323.8792	      5.5	    0.08
 323.9211	      5.4	    0.08
 323.9797	     13.7	    0.20
 323.9808	      7.4	    0.10
 323.9907	     12.8	    0.18
 324.0012	     22.2	    0.32
 324.0026	     20.4	    0.29
 324.0072	     32.7	    0.47
 324.0088	     29.0	    0.41
 324.0118	     13.3	    0.19
 324.0127	      6.8	    0.10
 324.0156	     28.3	    0.40
 324.0194	    117.6	    1.67
 324.0227	      8.1	    0.11
 324.0237	      6.5	    0.09
 324.0270	     66.2	    0.94
 324.0280	      7.9	    0.11
 324.0289	      8.3	    0.12
 324.0299	     13.6	    0.19
 324.0323	      6.8	    0.10
 324.0358	     15.2	    0.22
 324.0375	     32.4	    0.46
 324.0408	      5.9	    0.08
 324.0412	      8.8	    0.13
 324.0414	      8.8	    0.13
 324.0425	      7.9	    0.11
 324.0437	    108.4	    1.54
 324.0451	     25.2	    0.36
 324.0477	      8.9	    0.13
 324.0534	      6.3	    0.09
 324.0538	      6.3	    0.09
 324.0542	      8.2	    0.12
 324.0570	     18.0	    0.26
 324.0605	     19.3	    0.27
 324.0611	     24.2	    0.34
 324.0624	      7.9	    0.11
 324.0628	      6.8	    0.10
 324.0631	      8.9	    0.13
 324.0642	      7.3	    0.10
 324.0661	     16.3	    0.23
 324.0670	     12.8	    0.18
 324.0722	      9.4	    0.13
 324.0760	      7.4	    0.10
 324.0800	     22.4	    0.32
 324.1164	     18.8	    0.27
 324.1530	     11.9	    0.17
 324.2483	     11.0	    0.16
 324.2560	      7.4	    0.11
 324.2705	     23.5	    0.33
 324.2780	     19.4	    0.28
 324.3152	      6.3	    0.09
 324.3388	     13.7	    0.19
 324.3421	     10.8	    0.15
 324.3456	     11.0	    0.16
 324.3491	      6.2	    0.09
 324.3531	     12.7	    0.18
 324.3541	     11.1	    0.16
 324.3548	     13.8	    0.20
 324.3576	      9.9	    0.14
 324.3585	     11.0	    0.16
 324.3680	     12.5	    0.18
 324.3717	     14.0	    0.20
 324.3767	     14.5	    0.21
 324.3795	     20.2	    0.29
 324.3909	      6.1	    0.09
 324.4347	     12.0	    0.17
 324.4572	     15.2	    0.22
 324.5062	     13.0	    0.18
 324.5076	     31.5	    0.45
 324.5103	     10.6	    0.15
 324.5116	      7.6	    0.11
 324.5167	     15.6	    0.22
 324.5217	     10.8	    0.15
 324.5242	      9.3	    0.13
 324.5257	     16.7	    0.24
 324.5284	     23.0	    0.33
 324.5331	      5.2	    0.07
 324.5352	     12.6	    0.18
 324.5393	     12.6	    0.18
 324.5517	     11.8	    0.17
 324.5532	      6.3	    0.09
 324.5551	      8.4	    0.12
 324.5572	     26.8	    0.38
 324.5769	      5.7	    0.08
 324.5861	      7.6	    0.11
 324.5900	     12.8	    0.18
 324.6802	     17.8	    0.25
 324.6871	     11.9	    0.17
 324.6968	      8.7	    0.12
 324.6993	     23.6	    0.34
 324.7166	      7.7	    0.11
 324.7561	      5.4	    0.08
 324.7595	     21.8	    0.31
 324.7717	      7.4	    0.10
 324.7732	     19.1	    0.27
 324.7853	      6.2	    0.09
 324.7932	      9.5	    0.14
 324.9826	      5.4	    0.08
 324.9833	     30.5	    0.43
 324.9896	      6.7	    0.10
 324.9984	     86.2	    1.22
 325.0057	     17.8	    0.25
 325.0077	     10.6	    0.15
 325.0088	     54.3	    0.77
 325.0097	      9.2	    0.13
 325.0109	     14.2	    0.20
 325.0145	      6.1	    0.09
 325.0172	     19.0	    0.27
 325.0181	     10.4	    0.15
 325.0195	   1044.4	   14.84
 325.0213	     44.7	    0.63
 325.0244	     13.5	    0.19
 325.0253	     11.4	    0.16
 325.0273	    124.0	    1.76
 325.0296	     25.6	    0.36
 325.0322	     12.5	    0.18
 325.0347	    670.8	    9.53
 325.0366	     37.8	    0.54
 325.0382	     27.1	    0.38
 325.0406	      9.6	    0.14
 325.0428	     26.8	    0.38
 325.0454	     13.1	    0.19
 325.0463	     11.0	    0.16
 325.0514	      7.3	    0.10
 325.0528	     34.4	    0.49
 325.0559	    945.4	   13.43
 325.0576	     19.5	    0.28
 325.0636	      8.0	    0.11
 325.0712	    216.9	    3.08
 325.0730	      9.7	    0.14
 325.0813	      6.3	    0.09
 325.0923	    519.5	    7.38
 325.1006	     13.0	    0.19
 325.1076	     25.0	    0.36
 325.1100	     12.6	    0.18
 325.1255	      7.9	    0.11
 325.1287	    281.7	    4.00
 325.1343	     11.5	    0.16
 325.1416	     10.6	    0.15
 325.1440	     11.0	    0.16
 325.1654	     34.2	    0.49
 325.1687	      9.3	    0.13
 325.1837	   1544.6	   21.94
 325.1859	      7.1	    0.10
 325.2206	      8.7	    0.12
 325.2223	     15.3	    0.22
 325.2518	     19.3	    0.27
 325.2786	     32.5	    0.46
 325.3105	     23.6	    0.34
 325.3265	     15.6	    0.22
 325.3614	     11.9	    0.17
 325.3641	     11.4	    0.16
 325.3669	     11.6	    0.16
 325.3759	     13.5	    0.19
 325.3848	      9.9	    0.14
 325.3883	     13.5	    0.19
 325.4508	      5.9	    0.08
 325.4919	     22.3	    0.32
 325.4972	      8.9	    0.13
 325.5015	      7.3	    0.10
 325.5046	      8.4	    0.12
 325.5106	     11.6	    0.16
 325.5121	      6.4	    0.09
 325.5145	     12.1	    0.17
 325.5166	      5.7	    0.08
 325.5177	     11.0	    0.16
 325.5202	     20.3	    0.29
 325.5258	     12.8	    0.18
 325.5299	      5.9	    0.08
 325.5357	     14.9	    0.21
 325.5370	     20.6	    0.29
 325.5394	     24.4	    0.35
 325.5427	      7.3	    0.10
 325.5472	     17.7	    0.25
 325.5488	     12.1	    0.17
 325.5547	     12.6	    0.18
 325.5794	      6.8	    0.10
 325.5980	      7.4	    0.11
 325.6195	      7.5	    0.11
 325.6382	     20.7	    0.29
 325.6565	      7.3	    0.10
 325.6706	     13.0	    0.18
 325.6774	     25.3	    0.36
 325.6809	      8.9	    0.13
 325.6835	      7.8	    0.11
 325.6884	     19.5	    0.28
 325.6913	     11.9	    0.17
 325.6987	     12.2	    0.17
 325.7011	      9.3	    0.13
 325.7055	     11.1	    0.16
 325.7075	     14.6	    0.21
 325.7126	      7.0	    0.10
 325.7207	      5.4	    0.08
 325.7263	      8.5	    0.12
 325.7542	     15.0	    0.21
 325.7582	     11.0	    0.16
 325.7669	     15.6	    0.22
 325.7718	     14.6	    0.21
 325.7779	     12.4	    0.18
 325.7802	     11.0	    0.16
 325.7810	     14.3	    0.20
 325.8190	     21.4	    0.30
 325.8198	     12.8	    0.18
 325.8212	      8.0	    0.11
 325.8227	     38.5	    0.55
 325.8241	     30.0	    0.43
 325.8251	     53.0	    0.75
 325.8267	     30.4	    0.43
 325.8723	      7.3	    0.10
 325.8735	      8.8	    0.13
 325.8808	      6.8	    0.10
 325.9156	     93.8	    1.33
 325.9168	    146.2	    2.08
 325.9171	    139.5	    1.98
 325.9185	    214.3	    3.04
 325.9196	    402.6	    5.72
 325.9202	    288.4	    4.10
 325.9213	    295.4	    4.20
 325.9227	    227.1	    3.23
 325.9239	     99.0	    1.41
 325.9249	     57.0	    0.81
 325.9264	     40.2	    0.57
 325.9287	     14.3	    0.20
 325.9301	     10.6	    0.15
 325.9684	     22.5	    0.32
 325.9693	      7.7	    0.11
 325.9702	     12.3	    0.17
 325.9842	     11.0	    0.16
 325.9987	      6.8	    0.10
 326.0021	     12.6	    0.18
 326.0045	     25.5	    0.36
 326.0063	     63.8	    0.91
 326.0088	      6.8	    0.10
 326.0104	     18.8	    0.27
 326.0109	     23.4	    0.33
 326.0116	     18.6	    0.26
 326.0130	     77.1	    1.10
 326.0137	     91.9	    1.31
 326.0144	    113.8	    1.62
 326.0152	     96.4	    1.37
 326.0161	    367.9	    5.23
 326.0170	    308.9	    4.39
 326.0185	    274.3	    3.90
 326.0196	    193.9	    2.76
 326.0207	     54.2	    0.77
 326.0210	     55.0	    0.78
 326.0213	     56.6	    0.80
 326.0230	     87.4	    1.24
 326.0243	     56.8	    0.81
 326.0258	     23.6	    0.33
 326.0279	     33.9	    0.48
 326.0299	     55.0	    0.78
 326.0334	      8.2	    0.12
 326.0352	     57.9	    0.82
 326.0382	     27.8	    0.39
 326.0390	     11.7	    0.17
 326.0404	     12.1	    0.17
 326.0426	     79.6	    1.13
 326.0446	      7.3	    0.10
 326.0476	     11.9	    0.17
 326.0505	     12.7	    0.18
 326.0512	     14.0	    0.20
 326.0518	     11.1	    0.16
 326.0530	     64.8	    0.92
 326.0592	     11.0	    0.16
 326.0597	     12.5	    0.18
 326.0605	     13.7	    0.19
 326.0612	     11.3	    0.16
 326.0710	     20.6	    0.29
 326.0790	      6.3	    0.09
 326.0824	      8.4	    0.12
 326.0893	      5.5	    0.08
 326.0956	     28.6	    0.41
 326.1078	     11.6	    0.16
 326.1089	     30.8	    0.44
 326.1107	    110.6	    1.57
 326.1120	    171.8	    2.44
 326.1134	    282.2	    4.01
 326.1144	    265.3	    3.77
 326.1164	    138.6	    1.97
 326.1175	     90.5	    1.29
 326.1189	     10.8	    0.15
 326.1199	     22.0	    0.31
 326.1235	     12.2	    0.17
 326.1280	      4.9	    0.07
 326.1317	     10.3	    0.15
 326.1670	     11.0	    0.16
 326.1871	    156.3	    2.22
 326.2056	     21.7	    0.31
 326.2065	     26.5	    0.38
 326.2072	     25.7	    0.37
 326.2081	     48.3	    0.69
 326.2091	    130.1	    1.85
 326.2099	    139.6	    1.98
 326.2105	    118.6	    1.69
 326.2113	    121.6	    1.73
 326.2132	     64.4	    0.91
 326.2148	      8.9	    0.13
 326.2163	      7.3	    0.10
 326.2222	      7.2	    0.10
 326.2603	     11.7	    0.17
 326.2906	     18.5	    0.26
 326.3145	     10.2	    0.14
 326.3305	     25.9	    0.37
 326.3413	      9.4	    0.13
 326.3485	      5.4	    0.08
 326.3492	     21.2	    0.30
 326.3539	     14.8	    0.21
 326.3563	     30.3	    0.43
 326.3661	      8.4	    0.12
 326.3682	     13.7	    0.19
 326.3697	     12.6	    0.18
 326.3771	     17.2	    0.24
 326.4038	      7.3	    0.10
 326.4203	     10.8	    0.15
 326.4819	     11.7	    0.17
 326.4905	     11.8	    0.17
 326.4981	     11.6	    0.16
 326.4998	      9.2	    0.13
 326.5061	      8.5	    0.12
 326.5145	     16.3	    0.23
 326.5156	     18.2	    0.26
 326.5186	     28.6	    0.41
 326.5219	     11.4	    0.16
 326.5233	      9.9	    0.14
 326.5242	     21.3	    0.30
 326.5313	      7.0	    0.10
 326.5328	     15.2	    0.22
 326.5367	     28.0	    0.40
 326.5422	     20.7	    0.29
 326.5442	     42.3	    0.60
 326.5472	     14.9	    0.21
 326.5513	      7.5	    0.11
 326.5541	      5.5	    0.08
 326.5738	      8.6	    0.12
 326.5871	     11.6	    0.16
 326.5913	     13.7	    0.19
 326.5985	     24.6	    0.35
 326.6489	      9.5	    0.14
 326.6974	     22.1	    0.31
 326.6992	     10.2	    0.14
 326.7012	     24.1	    0.34
 326.7149	      6.9	    0.10
 326.7272	      7.3	    0.10
 326.7538	      8.8	    0.13
 326.7571	      7.0	    0.10
 326.7671	     14.5	    0.21
 326.7788	      6.3	    0.09
 326.7896	     10.8	    0.15
 326.8022	      9.1	    0.13
 326.9800	      9.0	    0.13
 326.9812	      6.1	    0.09
 326.9897	     13.2	    0.19
 326.9908	      8.2	    0.12
 326.9956	     28.1	    0.40
 326.9966	     32.1	    0.46
 326.9987	     72.8	    1.03
 327.0040	     24.2	    0.34
 327.0050	      5.5	    0.08
 327.0065	     16.9	    0.24
 327.0086	      9.7	    0.14
 327.0103	     11.9	    0.17
 327.0141	    996.0	   14.15
 327.0162	     18.5	    0.26
 327.0196	      7.5	    0.11
 327.0209	     21.3	    0.30
 327.0231	      9.7	    0.14
 327.0234	      6.6	    0.09
 327.0245	    107.6	    1.53
 327.0278	      7.8	    0.11
 327.0284	     11.2	    0.16
 327.0296	     22.2	    0.32
 327.0301	     20.9	    0.30
 327.0322	     47.6	    0.68
 327.0325	     36.9	    0.52
 327.0330	     29.6	    0.42
 327.0351	    601.9	    8.55
 327.0374	     21.3	    0.30
 327.0391	      7.2	    0.10
 327.0402	     11.8	    0.17
 327.0427	    108.1	    1.54
 327.0492	      8.6	    0.12
 327.0504	    887.0	   12.60
 327.0522	     11.7	    0.17
 327.0559	      8.6	    0.12
 327.0612	     35.9	    0.51
 327.0716	    660.8	    9.39
 327.0811	      9.3	    0.13
 327.0868	    338.6	    4.81
 327.1066	     14.2	    0.20
 327.1078	    505.4	    7.18
 327.1109	      9.6	    0.14
 327.1162	      6.2	    0.09
 327.1235	     12.3	    0.17
 327.1250	     10.8	    0.15
 327.1443	     72.6	    1.03
 327.2124	      9.5	    0.14
 327.2541	      8.7	    0.12
 327.2679	      9.6	    0.14
 327.2751	     18.4	    0.26
 327.2902	      4.2	    0.06
 327.3085	     26.8	    0.38
 327.3131	     13.7	    0.19
 327.3310	     15.8	    0.23
 327.3431	     17.0	    0.24
 327.3569	     29.8	    0.42
 327.3624	     24.1	    0.34
 327.3728	     17.8	    0.25
 327.3864	      7.9	    0.11
 327.3889	     15.1	    0.21
 327.4004	      7.0	    0.10
 327.4041	     11.6	    0.16
 327.4196	      7.3	    0.10
 327.4407	      7.0	    0.10
 327.4914	     15.4	    0.22
 327.5048	      6.0	    0.09
 327.5082	     11.5	    0.16
 327.5116	     20.9	    0.30
 327.5158	     19.8	    0.28
 327.5176	     11.4	    0.16
 327.5218	     17.9	    0.25
 327.5223	     23.9	    0.34
 327.5239	     12.6	    0.18
 327.5263	     14.1	    0.20
 327.5405	      8.1	    0.12
 327.5446	     29.2	    0.42
 327.5544	      9.0	    0.13
 327.5578	      8.4	    0.12
 327.5682	      8.6	    0.12
 327.6255	     12.0	    0.17
 327.6374	      7.8	    0.11
 327.6415	     12.6	    0.18
 327.6686	     11.9	    0.17
 327.6863	      5.5	    0.08
 327.6930	     19.4	    0.28
 327.6974	      8.2	    0.12
 327.7162	     10.0	    0.14
 327.7342	     26.7	    0.38
 327.7392	     11.2	    0.16
